Total Household Income,Total Food Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,Fashion Spendings,Housing Expenditure,Medical Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Farming and Gardening expenses,Miscellaneous and Special Occasions Expenditure,Sex,Age,Marital Status,Total Number of Family members,Savings
105502,30989.5,1560,0,0,1940,6888,195,2148,408,201,0,7384,0,41,1,2,53788.5
132753,57142.5,25700,240,1040,3275,7170,818,3066,360,11950,0,16090,1,58,1,4,5901.5
165228,51668.0,0,300,0,1350,4890,36,4248,0,41,3460,23592,1,44,1,6,75643.0
39406,18566.0,90,580,390,210,1560,56,300,0,0,12010,546,1,49,2,1,5098.0
51948,19511.0,0,210,0,460,2460,64,600,0,0,2995,2918,1,66,1,2,22730.0
35055,20100.0,360,168,90,1210,1740,0,750,0,0,6210,798,1,76,1,2,3629.0
161381,70630.5,2975,0,0,2270,2808,272,1398,0,1400,13980,5372,1,43,1,10,60275.5
109276,66517.0,1545,930,0,1515,2820,763,2316,666,939,17784,7910,1,38,1,5,5571.0
250795,74347.5,10480,1080,0,21730,15810,220,4542,1980,22000,0,42344,1,52,1,4,56261.5
162000,47484.5,3980,0,0,5555,7560,1199,5622,198,5220,0,10472,0,43,2,4,74709.5
91398,44959.5,0,0,60,2500,3078,142,2460,108,0,38610,7194,1,65,1,5,-7713.5
44368,30589.5,0,540,0,1780,3990,235,300,198,0,0,6450,1,35,1,3,285.5
113808,64317.0,26445,360,260,1320,3990,174,738,270,7500,25065,5496,1,63,1,5,-22127.0
154716,76068.5,31225,1900,60,2430,8202,5400,6054,438,17000,0,25564,1,57,1,6,-19625.5
38366,28702.5,170,0,1158,1175,1920,200,0,78,0,0,2412,1,43,1,3,2550.5
76586,38508.5,100,100,941,835,2940,0,600,0,140,12138,1924,1,43,3,3,18359.5
124402,53647.5,180,840,3630,1160,3504,20,1080,78,900,13470,13908,1,63,1,5,31984.5
79186,39817.5,180,50,442,260,4872,0,360,0,0,4525,2110,1,60,1,3,26569.5
123612,65624.0,180,500,130,4315,3816,381,4230,0,1770,7290,10110,1,46,1,7,25266.0
119434,67917.5,600,250,1810,3030,8184,660,2460,756,1400,0,9644,0,72,2,7,22722.5
140559,60069.5,1150,300,1094,3341,3474,2006,2940,966,800,8670,4940,1,56,1,8,50808.5
81748,53843.5,180,150,520,2385,4362,84,0,66,508,0,3418,1,30,1,4,16231.5
108230,65372.5,3150,1250,0,2104,10554,920,17274,312,10350,0,7134,0,72,2,6,-10190.5
142662,72769.0,360,150,0,4230,4014,0,2910,1038,1600,0,6840,1,40,1,8,48751.0
163535,69292.5,14550,0,0,1708,4632,344,12990,528,8470,8460,5212,1,43,1,7,37348.5
110046,53837.0,16780,0,0,4965,8184,600,4578,1146,8450,3530,5474,1,85,1,4,2502.0
218026,86137.0,866,0,0,1717,10554,719,3864,780,5040,0,9982,1,42,1,9,98367.0
89106,35428.0,1020,1290,0,630,4626,60,288,0,320,0,6042,1,27,1,4,39402.0
118711,50673.5,1720,900,1810,1270,6912,56,3078,0,450,0,3324,1,57,1,6,48517.5
94827,44626.5,1200,0,0,1280,4656,1212,1080,660,0,0,3138,0,62,2,4,36974.5
78211,46926.5,900,950,0,440,5760,114,600,0,0,6000,8044,1,55,1,3,8476.5
139620,40146.0,1200,650,300,590,6918,0,552,300,0,310,2764,1,67,1,2,85890.0
92866,58625.0,11760,150,0,910,8292,542,720,480,500,0,9314,1,70,1,8,1573.0
141370,67756.5,3600,1350,1092,1715,9684,100,3900,582,4260,6142,6690,1,48,1,9,34498.5
124961,84810.0,600,2000,2434,1055,4920,118,1392,0,700,16560,4354,1,48,1,6,6018.0
148353,66509.0,1420,1050,2070,665,7446,48,1440,0,570,35560,6964,1,36,1,7,24611.0
164947,51099.0,360,1700,1810,680,14736,135,2034,1920,730,0,5612,1,42,1,3,84131.0
303130,111816.0,2400,0,6595,2955,6960,1500,0,480,1860,0,6238,1,61,1,12,162326.0
76470,29483.0,0,0,3258,420,3780,557,0,780,0,12780,5526,0,80,2,2,19886.0
182084,65459.5,600,300,6158,5337,6564,2014,0,1152,2310,11144,9058,1,29,1,6,71987.5
163876,86875.5,9000,195,1560,3560,7710,960,0,360,0,0,5950,1,52,3,7,47705.5
175242,44410.0,0,0,1633,910,5880,293,0,0,0,4335,2886,1,34,1,3,114895.0
175358,45889.5,60,120,1040,2305,10860,0,0,762,935,2878,6350,1,49,1,5,104158.5
179930,90365.5,3810,0,910,4888,6012,40336,8310,810,6500,0,6312,1,44,1,7,11676.5
138382,75897.5,48,100,104,1720,7572,2050,3282,1140,1531,0,7064,0,64,2,5,37873.5
303826,69771.0,23352,0,0,2030,6588,0,3480,4500,12050,0,11714,1,49,1,3,170341.0
103080,60245.0,0,200,0,3080,4536,1100,0,0,2343,0,3738,1,42,1,6,27838.0
129380,23258.0,3820,475,0,6906,3564,0,0,5160,0,0,1614,1,34,0,1,84583.0
160024,29552.5,0,0,0,1366,6048,24,6600,0,360,0,4272,0,72,2,2,111801.5
351911,67404.5,2160,0,0,23344,21354,35538,16650,1560,3100,0,43624,0,77,2,6,137176.5
214807,66970.0,1956,960,0,5755,5298,570,4398,2400,3640,0,52728,1,54,1,5,70132.0
172174,68326.0,11320,0,0,860,7644,1440,42,696,930,12786,3678,1,55,1,4,64452.0
323062,65348.5,18180,0,2340,4370,7494,150,1200,1938,105860,0,12540,1,54,1,4,103641.5
167298,67042.5,260,0,724,2405,7020,1860,0,600,3728,17820,6524,1,44,1,7,59314.5
216146,95204.0,0,60,0,550,10584,250,78,360,2204,16120,14900,1,42,1,8,75836.0
80929,34418.0,0,810,4150,800,3468,83,1920,0,0,33044,6234,1,57,1,2,-3998.0
79117,41474.5,0,960,0,1630,6180,495,16200,216,0,0,4860,1,22,1,3,7101.5
1075042,169180.0,7560,0,7240,26815,21816,9100,48240,8976,2691,0,248672,1,58,1,9,524752.0
116380,74720.5,120,3400,0,2930,5616,108,3012,246,1056,38410,6548,1,44,1,7,-19786.5
32070,25096.0,0,0,0,1105,2988,0,300,0,355,0,1356,0,77,2,2,870.0
133681,65161.0,1600,0,1085,3880,9498,0,18600,336,8658,0,9464,1,46,1,7,15399.0
97041,45157.5,0,0,0,1825,5352,2352,4698,180,710,14703,2808,1,54,1,2,19255.5
131108,54884.5,0,0,2145,3595,5670,0,2940,456,1042,9638,17622,1,33,1,3,33115.5
154528,86068.5,0,0,6788,4950,7194,0,1638,576,1001,19368,12916,1,47,1,8,14028.5
67327,40040.0,0,0,2590,985,4620,80,3240,276,250,15745,2308,0,30,1,4,-2807.0
88999,45833.5,0,240,0,2795,3660,0,4338,498,455,29183,4972,1,38,1,2,-2975.5
98584,69847.0,0,0,0,1555,5964,268,1998,216,306,35420,4986,0,63,2,10,-21976.0
101691,67900.0,0,240,520,5730,7290,2282,3342,0,1796,7530,7100,1,47,1,6,-2039.0
63223,51505.5,0,720,1810,820,3000,0,900,0,575,10175,4208,1,33,1,5,-10490.5
77039,52766.0,0,0,520,1830,3300,0,1860,0,805,11610,8074,1,33,1,5,-3726.0
81931,70718.5,0,210,260,3420,3570,0,1998,0,805,14565,5214,1,38,1,6,-18829.5
178985,62709.5,0,150,0,6180,7980,2880,34548,2028,815,0,16708,0,82,2,6,44986.5
68578,48083.5,0,0,6210,1580,3270,0,1698,336,331,6830,3126,0,63,2,4,-2886.5
233301,48122.5,250,2370,12670,980,17448,3240,1920,2400,0,0,7810,1,40,1,2,136090.5
46315,19705.0,1600,0,0,510,3162,408,480,0,0,1600,1704,0,71,2,1,17146.0
65831,38837.0,2000,185,0,2050,7632,190,3324,1680,1220,0,9982,1,51,1,3,-1269.0
163743,79210.0,12770,0,0,8791,6816,1624,6762,1440,3535,0,15776,1,34,1,5,27019.0
104439,73078.5,5500,430,7602,5405,6930,2534,7782,540,962,0,24101,1,32,1,5,-30425.5
91155,40051.0,9360,0,8020,3200,4500,902,0,0,0,0,6518,1,47,1,2,18604.0
269170,118785.5,11468,1950,0,12125,15900,3754,7824,2400,9150,375,34404,1,37,1,4,51034.5
94331,46574.0,3200,0,0,1885,13680,400,1620,1200,0,3415,5208,1,65,1,3,17149.0
179493,54534.5,2220,11190,2715,2940,3240,346,1200,540,0,0,5966,1,28,1,4,94601.5
3758560,330366.5,74928,0,19910,21670,53880,51600,12480,8400,76100,1370800,42352,1,63,1,11,1696073.5
82214,50156.0,9102,1500,4196,690,5100,673,1320,660,600,0,10172,1,40,1,3,-1955.0
265395,57446.5,0,2250,1810,4160,24300,170,4332,1560,0,0,30274,1,52,1,2,139092.5
384399,75468.5,0,0,13032,9350,15318,6736,3240,3720,0,48170,15378,1,49,1,6,193986.5
92144,66654.5,8899,375,0,5075,5400,1300,4716,720,2150,0,10194,1,39,1,6,-13339.5
156074,77900.0,11353,660,0,5230,8022,1564,5628,4320,5985,950,17450,1,65,1,3,17012.0
256471,63987.5,23049,750,7240,4562,20088,6565,5682,1800,0,0,13308,1,49,1,3,109439.5
283610,94950.0,9872,0,0,8400,22020,27340,9240,7320,2600,1005,19000,1,76,1,4,81863.0
171805,67555.0,11799,225,9796,2565,5940,460,5778,1332,3450,0,8806,1,35,1,6,54099.0
102320,74635.0,18793,360,5960,5810,5598,1975,3480,1080,2260,0,7088,1,39,1,4,-24719.0
110396,57314.5,8953,0,4117,730,5784,4245,6828,240,3360,32090,5730,1,72,1,6,-18995.5
225530,35629.5,0,0,1086,9600,10530,1076,6594,15000,0,87120,10024,1,67,1,2,48870.5
271618,86286.5,31867,0,0,9725,32028,197,11118,9900,13400,83509,11706,1,42,1,4,-18118.5
69318,46169.0,3383,240,7240,2245,6750,728,3114,1920,1160,0,7366,1,39,1,4,-10997.0
84148,58509.5,2517,0,7510,960,5400,736,120,288,400,0,6176,0,58,1,4,1531.5
697745,82792.0,30377,0,0,15035,16368,1807,4260,10500,14300,69804,89822,0,58,2,4,362680.0
634019,133646.0,24375,240,15520,9240,32700,1658,22434,3060,1680,194562,13486,1,66,1,6,181418.0
241995,76494.5,7397,240,3077,1565,7050,2340,7410,2280,1400,0,10700,1,56,1,7,122041.5
1365390,211067.5,42827,660,5200,13230,62400,19616,22458,15000,2720,158224,177900,1,73,1,11,634087.5
151852,34416.5,0,0,0,4070,7020,204,1200,888,0,0,9802,0,64,0,1,94251.5
306684,113009.5,27547,0,3620,3360,9300,325,20286,1488,2610,0,35594,1,55,1,10,89544.5
571441,108496.0,27280,0,0,8990,51300,2026,20856,7920,0,84506,48866,1,58,1,7,211201.0
570620,109830.0,19527,0,10860,13325,55500,4620,9600,20700,30500,0,28806,1,54,1,4,267352.0
171924,73635.5,11660,2736,7602,3180,5502,1584,1500,390,515,0,10156,1,28,1,6,53463.5
130301,78053.0,11210,1632,9050,3910,6780,126,9390,840,860,41100,8952,1,43,2,5,-41602.0
109601,81587.0,11640,45,13394,4110,7230,21975,3900,240,1245,0,8924,1,38,1,6,-44689.0
122178,91837.0,10510,276,3258,1595,5400,22230,11400,840,1120,0,7184,1,38,1,6,-33472.0
42046,34165.5,120,480,0,1540,2040,15,300,0,0,0,2058,1,56,0,1,1327.5
119338,81805.5,16500,1000,4706,1000,4224,125,7500,144,1755,0,6692,1,46,1,5,-6113.5
129015,86149.5,8800,240,8145,1320,3600,5810,16182,450,750,43875,10022,1,53,1,5,-56328.5
616021,84357.0,440,0,0,4880,3120,161420,9810,1560,0,52760,8716,1,80,1,3,288958.0
85127,73026.0,10890,1072,0,2185,5028,666,2856,1080,2550,0,6182,1,38,1,6,-20408.0
120890,64173.0,2560,2320,5792,2150,8220,6530,1200,450,475,0,4286,1,24,1,4,22734.0
143239,70034.0,3900,950,12670,2550,10530,125,2040,3300,0,0,29360,1,35,1,3,7780.0
36628,26168.5,520,1445,0,1380,3858,15,390,0,0,0,1662,1,45,0,1,1189.5
555257,59109.5,450,228,0,885,11010,112470,4824,1080,0,159860,11946,1,57,1,5,193394.5
131821,60092.0,7525,2970,10860,1060,5010,5916,960,456,1008,0,29806,0,48,2,2,6158.0
65494,46972.5,6900,680,10860,860,6300,115,1500,1080,0,0,5754,1,51,1,2,-15527.5
89390,42006.0,3510,0,2715,1840,4176,177,1200,570,300,0,5862,1,59,1,3,27034.0
90415,31832.5,10990,0,0,1260,7416,18130,3150,0,0,0,2142,0,76,2,1,15494.5
328842,84591.0,6348,480,9050,2370,10380,530,11220,1440,1235,139900,11450,1,51,1,5,49848.0
87865,49097.0,150,700,0,575,4560,7760,7920,1200,0,0,5914,1,44,1,2,9989.0
394283,131087.0,14500,2000,0,4410,16020,780,6858,1080,10900,166650,12320,1,49,1,6,27678.0
71328,60894.0,1300,640,5611,340,3600,3236,900,264,0,0,7462,1,29,1,3,-12919.0
309150,157636.0,10140,2008,3016,7700,6300,2869,8520,1140,2735,28240,15524,1,37,1,7,63322.0
118987,69917.5,14350,120,9050,1215,5688,3180,4950,468,765,280,7628,1,56,1,5,1375.5
349969,84428.0,3350,0,0,4000,19740,3120,8700,3240,1270,0,17968,0,60,2,4,204153.0
144177,73080.5,12840,180,1810,1420,6540,255,7368,648,576,0,18738,1,45,1,4,20721.5
110592,104442.5,5382,160,0,1045,7068,520,1800,318,1028,37255,5964,1,33,1,4,-54390.5
234158,125111.0,29160,534,5430,1500,20220,3275,19020,1200,1335,61630,14754,1,47,1,7,-49011.0
341960,119899.5,21488,0,1086,1705,44598,3530,4680,1320,300,0,18048,1,39,1,6,125305.5
159970,60971.5,10932,0,1810,1550,17502,810,7080,636,9760,0,7734,1,48,1,6,41184.5
614320,70662.5,37528,0,0,2950,35700,2020,4698,834,200,0,31752,1,64,1,3,427975.5
584965,121413.5,31400,400,0,2210,36198,1800,4698,7320,200,0,12428,1,61,1,6,366897.5
377350,125449.0,49972,0,0,6400,32100,55900,6000,1560,15350,0,19968,1,46,1,7,64651.0
765868,202077.0,34306,3796,0,4889,45240,5156,7380,6696,9500,0,19122,1,64,1,12,427706.0
220442,105967.5,14200,832,130,1525,17928,29120,18396,1800,550,0,13064,1,63,1,6,16929.5
205930,96088.5,52133,810,0,5090,43524,1376,10800,4800,18470,0,17114,1,49,1,4,-44275.5
160490,60237.5,23400,0,5430,5040,13158,1065,4200,2520,0,0,17394,0,55,3,4,28045.5
258908,52546.5,11040,0,0,1260,19950,37748,4788,10320,0,0,10184,1,62,1,2,111071.5
182350,87772.0,38247,876,1267,4905,17550,4191,16596,1380,6500,0,21692,1,45,1,5,-18626.0
782050,177575.5,22400,0,0,18320,70248,21690,8400,10920,0,0,21722,1,62,1,7,430774.5
351579,111358.0,64953,0,11222,2925,16860,660,6240,1200,770,0,7918,0,80,2,7,127473.0
234260,71627.5,17433,0,0,5950,16938,2265,3600,1800,1920,0,16946,1,42,1,4,95780.5
119060,61676.0,9360,690,8869,2820,7680,3990,5238,888,0,25380,7890,1,28,1,4,-15421.0
81145,32496.0,1560,0,5430,855,5160,600,3198,594,0,0,5852,1,54,1,1,25400.0
167055,58936.5,2860,90,832,2185,6042,1020,660,438,700,62840,7546,1,53,1,4,22905.5
128880,66019.0,24552,0,5792,3325,9600,1650,10560,2466,3400,0,13570,1,38,1,5,-12054.0
148609,68355.0,23488,690,11222,3310,16830,885,17520,1464,730,0,8874,1,25,0,4,-4759.0
282360,76321.5,12836,1470,11222,5130,5550,36596,4860,2316,850,0,11192,1,45,1,4,114016.5
355216,74581.5,2340,870,12308,1550,11430,3690,3000,1440,0,43350,10404,1,67,1,4,190252.5
274465,68120.5,20532,442,5430,2780,13740,1735,17478,2640,13500,0,11970,1,46,1,3,116097.5
345632,102134.0,37440,0,10860,2275,16560,2490,26358,3270,0,0,21208,1,60,1,6,123037.0
230565,46295.0,6052,910,7059,2215,10260,445,2898,600,950,0,6300,1,45,1,3,146581.0
258645,58562.0,22917,480,0,3750,9000,850,17100,1368,500,0,20816,1,26,1,3,123302.0
164976,83499.5,17696,780,11222,3025,7800,930,7194,744,1950,0,15516,1,39,1,5,14619.5
122975,49527.0,11700,140,7964,1220,5262,275,14040,156,0,0,5754,1,55,1,3,26937.0
46845,21851.0,10400,0,905,480,2838,50,96,0,0,0,1224,0,73,2,1,9001.0
163946,54950.0,14800,0,13032,4100,10020,42335,15012,1260,300,0,8370,1,54,1,4,-233.0
265117,61889.0,16812,0,11222,3570,10152,3790,10998,1620,2575,52720,9312,1,61,1,2,80457.0
456020,73274.0,1500,0,3620,990,18600,20970,4716,1920,0,149440,7740,0,74,0,3,173250.0
990198,70574.0,12480,420,7240,1900,31704,17654,12876,6732,0,0,17648,1,52,1,4,810970.0
535620,61749.0,14047,1300,3620,7160,15600,650,4500,2910,450,165290,22984,0,45,2,3,235360.0
338745,56617.5,14767,0,0,2640,6900,46708,5298,666,1430,58922,16650,0,67,2,3,128146.5
889518,115394.5,65132,630,0,8880,20880,30,30282,4740,14400,0,40174,1,47,1,6,588975.5
1220205,146561.0,28253,2110,13032,11080,41502,9470,28746,13680,700,111070,47562,1,63,1,9,766439.0
89428,46511.5,12628,1020,0,3725,15180,539,19044,720,525,0,11260,1,34,1,4,-21724.5
86095,48492.5,14180,0,0,1500,12132,2744,1302,960,865,0,8486,1,66,1,4,-4566.5
71275,31072.0,8145,2145,7240,650,4782,6106,1560,234,0,0,3512,1,73,2,1,5829.0
102016,43754.0,10040,0,2172,2265,9480,5871,14400,960,0,0,11464,1,46,1,2,1610.0
842807,130159.0,63600,3400,10860,16330,41436,2804,49548,9840,0,195380,57144,1,58,1,7,262306.0
66070,22935.0,5720,2608,12670,1355,2910,141,2280,0,0,0,3630,1,46,0,1,11821.0
120330,81181.0,66892,0,2715,1520,19200,546,2400,2640,1200,0,12274,0,78,2,4,-70238.0
263270,106818.0,44405,900,1810,7348,10800,340,43476,12840,17450,0,14986,1,48,1,5,2097.0
244605,88077.0,60943,0,0,4560,15000,6265,28848,9000,800,0,24750,0,76,2,5,6362.0
439022,94947.5,25015,1860,9050,9840,22200,6188,30348,1920,1390,26925,25812,1,66,1,8,183526.5
183843,83062.5,10017,4200,0,10500,18000,8245,23940,3360,1480,0,26616,1,41,1,4,-5577.5
340023,144705.0,35480,3784,5430,7815,21612,11971,30282,18000,8100,12330,24584,1,65,1,8,15930.0
236235,105759.0,29583,1920,13032,3290,16500,4943,36348,1920,800,0,16442,1,52,1,9,5698.0
287347,75312.5,23805,1470,1086,9050,14250,2537,32244,1740,9600,0,20050,0,49,2,3,96202.5
875710,104504.0,22950,2010,14480,2130,29520,498,19404,5760,13370,0,13588,1,43,3,5,647496.0
126552,85992.0,18175,0,5792,600,17292,12029,5400,1056,1675,0,6304,1,62,1,4,-27763.0
346180,125757.0,33620,0,0,37700,72540,3885,15360,4800,8700,0,27776,0,44,1,5,16042.0
85798,33719.0,10480,0,0,650,8628,1905,1338,528,0,0,3320,1,68,0,1,25230.0
317130,92215.0,15054,0,0,3000,14130,545,7968,1728,2180,0,15092,0,40,1,4,165218.0
270400,97934.5,17000,0,0,4220,30300,17730,7470,2112,530,0,9776,0,65,2,5,83327.5
390910,111279.0,65642,210,2715,4050,17520,1734,24846,2004,5460,0,12078,1,48,1,5,143372.0
187150,49768.5,13260,1938,3620,1530,9786,207,8340,0,0,0,7848,1,46,1,2,90852.5
436095,100092.0,36936,0,5792,1950,10080,284,16458,1632,5270,69150,20476,1,64,1,7,167975.0
201935,104255.5,450,0,5430,4270,16560,86250,2358,2400,1550,0,16424,0,52,2,4,-38012.5
231460,91852.0,24785,1114,13032,5200,13842,3255,15540,1920,1930,0,12962,1,34,1,4,46028.0
247930,89385.0,21990,0,9050,2975,14550,3668,9186,1344,4790,0,10440,1,45,1,5,80552.0
225375,80336.0,1040,3660,0,2045,15054,3352,11592,960,0,0,11006,1,74,2,4,96330.0
132465,96874.5,30740,90,2896,2130,10200,170,22800,576,270,0,7670,1,39,1,6,-41951.5
158555,73647.0,30485,960,3620,2120,10962,198,19890,2952,30460,0,9618,1,42,3,4,-26357.0
442035,103725.0,16780,0,0,12268,98124,17115,13644,18588,0,0,56282,0,51,2,7,105509.0
333390,59775.0,41830,510,0,4170,12306,280,18720,2496,0,0,17424,1,62,1,3,175879.0
148429,59782.0,7800,540,0,3490,10248,337,6060,6588,0,0,13910,1,30,1,2,39674.0
197942,52834.0,8636,175,14480,3050,7608,6783,3360,1128,770,0,7602,1,26,1,6,91516.0
373862,107417.0,13332,0,0,3295,26640,394,4800,2496,1110,0,9284,1,43,1,8,205094.0
224461,82217.5,2430,702,10860,2660,12960,20547,3780,2400,520,0,13040,1,39,3,5,72344.5
93157,38736.0,1280,0,0,2350,12150,450,420,768,0,0,5676,0,67,2,1,31327.0
295172,74986.5,24883,1140,3801,2580,25440,1880,4824,8928,3870,0,10130,1,37,1,4,132709.5
165861,64133.5,3848,0,0,2000,11460,3530,3336,720,1800,0,12148,1,66,1,6,62885.5
262405,86942.0,42808,360,5068,4840,27270,3935,28536,1728,36450,0,16164,0,53,3,4,8304.0
397643,75142.5,3500,480,0,5285,29640,20520,3600,816,300,0,8688,1,30,1,5,249671.5
172000,37985.0,13000,1848,0,2370,10470,1383,11394,2400,0,0,16394,1,49,2,1,74756.0
413637,82234.5,17416,126,3620,10030,9402,580,11382,2664,0,0,9214,1,46,1,6,266968.5
426454,66267.5,6440,780,5430,5098,34980,16980,10320,6960,0,0,67048,1,59,1,2,206150.5
224252,104204.5,22000,1350,9050,4970,20160,3988,10638,3888,1850,0,20858,1,39,1,8,21295.5
471046,133011.0,85250,480,17195,9045,29718,4554,23322,4200,8880,0,21286,1,61,1,7,134105.0
350462,66171.5,13946,0,5780,5750,12840,15575,1842,1350,1270,0,66830,0,60,2,5,159107.5
92258,59985.0,5790,228,2172,1560,8622,4605,120,180,0,0,5892,1,38,1,2,3104.0
86521,78830.0,9860,105,1810,2055,8700,1252,8700,0,860,0,6292,1,31,1,5,-31943.0
130227,56017.0,3750,105,0,1190,7380,235,2652,900,425,0,7918,1,44,1,4,49655.0
149370,86644.5,17553,0,12670,1995,9000,1843,4080,1380,570,0,6680,1,42,1,7,6954.5
449502,75622.0,7450,695,7240,2660,16980,1029,11328,5640,7800,0,11414,1,57,1,4,301644.0
346652,67251.5,51300,85,0,16320,22428,30,58002,9600,38650,0,10786,1,18,0,4,72199.5
163412,54898.0,8253,0,0,1500,4398,175,1800,2400,2066,0,12346,0,32,1,4,75576.0
229805,34268.0,12940,0,0,2360,6468,146400,4020,720,570,0,4432,0,70,2,2,17627.0
344705,95509.0,17560,132,0,4815,12006,4975,14100,6900,0,92700,15666,1,51,1,4,80342.0
230108,70218.0,18663,285,9050,1585,7380,640,22020,5400,465,0,8870,1,51,1,6,85532.0
100933,59848.0,12400,150,3980,1390,5250,15,11238,1500,2220,0,4938,1,43,1,4,-1996.0
279017,77236.0,15290,1188,13032,5750,10110,116,3840,6120,0,75500,29494,1,72,1,6,41341.0
86368,48737.5,7730,0,2896,580,9000,39,7602,2520,330,0,5332,1,56,1,3,1601.5
207154,45215.5,250,0,13575,330,7500,5085,3600,3600,0,0,4626,1,88,1,5,123372.5
606749,166785.0,37480,1242,16290,2600,33930,220000,25164,4440,7600,90600,46356,1,60,1,11,-45738.0
64845,22176.5,35370,0,0,1820,5520,1720,8100,0,0,0,1038,0,75,2,1,-10899.5
521532,110035.0,55620,0,0,23135,37056,15300,18270,8580,4540,0,51852,1,47,1,5,197144.0
100758,43328.0,3900,621,9050,1798,5580,15,17760,2100,0,0,4564,1,53,2,2,12042.0
378531,75075.0,3855,570,10860,2715,29880,446,1902,5040,0,70080,20034,1,59,1,5,158074.0
320065,76048.0,8605,570,1810,13750,9000,636,13140,9438,4110,0,11356,0,47,1,6,171602.0
218214,51161.0,330,650,3801,1665,13230,2068,3600,1200,645,0,10152,1,45,1,4,129712.0
193100,75098.0,14958,676,1810,2415,12690,2039,1800,1680,1460,0,8524,1,44,1,6,69950.0
96249,34742.0,2340,0,0,785,6720,6480,330,480,0,0,5740,0,62,2,1,38632.0
214201,65016.0,6922,108,9050,1850,9330,132,3600,1440,1800,0,9006,1,53,2,4,105947.0
227828,84085.0,14352,1210,0,6940,16908,996,7992,3600,1050,0,26746,0,41,1,5,63949.0
162115,52144.5,5367,0,5249,1765,9420,8960,738,0,550,0,4798,1,69,1,3,73123.5
68975,54923.0,8667,0,0,1190,9240,446,2028,1200,1550,0,7260,0,50,2,3,-17529.0
197638,58849.5,8744,78,8145,1720,7230,7194,1800,2400,37290,0,16994,1,57,1,4,47193.5
377745,51540.0,780,0,5430,1310,10350,26664,2598,0,0,149000,4778,1,75,1,2,125295.0
207260,78440.5,10072,156,9050,1800,12180,580,4062,1920,3900,0,8548,1,48,1,6,76551.5
396999,83510.0,51900,570,7240,8160,24780,1180,10200,5160,0,0,20844,1,50,1,7,183455.0
166720,72555.0,4452,1230,7602,2530,13140,210,3498,1344,610,0,6802,1,51,1,6,52747.0
256270,77396.0,14340,105,0,5535,22620,2082,10374,3288,6180,0,13546,1,31,1,4,100804.0
168152,92526.5,22620,530,4344,3317,20490,2000,0,1296,0,0,9534,0,57,2,7,11494.5
201860,63586.0,0,1000,905,1480,11820,27743,3000,840,0,56900,11210,1,75,1,3,23376.0
823214,114081.0,46231,0,0,10630,42180,11168,44160,13608,8600,0,89112,1,43,1,8,443444.0
134330,62130.5,24112,156,0,1530,8820,4630,3912,2016,6750,0,8022,0,55,2,3,12251.5
887395,101405.0,49400,0,0,7710,58980,3530,86400,17994,0,0,48150,1,53,0,3,513826.0
168005,21554.5,0,0,0,1545,3906,1490,540,0,0,0,1908,0,65,2,1,137061.5
238590,131295.5,0,1522,12670,4385,11196,1656,3960,7200,0,0,7624,0,70,2,9,57081.5
372035,143155.0,9792,1020,14480,6165,9390,1258,25716,9840,1380,0,24432,1,44,1,9,125407.0
92095,70617.0,0,1477,9050,3155,10230,779,4620,3840,0,0,3486,0,78,2,4,-15159.0
724540,135882.5,25996,910,0,9090,20340,5801,31914,18000,2100,194860,51600,1,55,1,7,228046.5
571990,41261.5,0,0,0,2060,9732,2450,7920,7200,0,273670,9198,1,66,2,1,218498.5
87820,54366.5,0,1147,14480,2135,8130,460,1650,2880,0,0,2678,1,60,1,3,-106.5
84200,88612.5,0,0,0,4430,8946,1069,3660,2880,0,0,6492,1,64,1,6,-31889.5
405625,133724.5,26900,1084,8145,11040,23520,2581,23016,13440,2310,0,52722,1,48,1,5,107142.5
347278,120715.5,21950,1102,9955,12565,25590,2115,8586,11520,1279,0,26630,1,48,1,5,105270.5
126110,101602.5,35629,210,9050,5660,7830,2030,3780,2880,8530,0,8018,1,50,1,5,-59109.5
493016,145594.0,30098,1875,6335,6225,14940,2044,14256,9600,1780,0,60252,1,49,1,7,200017.0
263454,127895.5,17463,1568,9412,2944,25140,3677,13800,9720,2130,0,7188,1,51,1,5,42516.5
610145,120125.5,28186,505,4525,14250,20520,6721,31956,25800,41832,143830,53482,1,53,1,4,118412.5
75971,26835.5,5430,1170,260,640,2400,2115,3030,660,0,0,2342,1,56,2,1,31088.5
261914,50523.5,1650,0,0,2355,12480,4065,7278,900,375,88050,6212,1,51,1,3,88025.5
72847,60062.5,22678,698,0,1820,3978,840,918,300,478,0,6212,1,42,1,5,-25137.5
117012,83501.0,0,1758,1404,2720,3744,326,270,1800,0,0,8864,1,52,1,5,12625.0
36368,18134.0,0,0,0,200,1950,3164,1980,0,0,0,2448,0,74,2,1,8492.0
435550,79288.5,9382,270,0,3720,13770,5355,7080,3300,1880,112900,13164,1,53,1,5,185440.5
