Date,Open,High,Low,Close,Adj Close,Volume
2008-05-06,147.375,151.5,143.399994,149.535004,110.457802,771402.0
2008-05-07,150.149994,153.0,148.514999,149.744995,110.61293,1822837.0
2008-05-08,148.199997,150.0,143.399994,149.145004,110.169701,2150084.0
2008-05-09,147.389999,151.470001,146.130005,150.360001,111.067184,1687237.0
2008-05-12,149.535004,153.0,148.649994,152.309998,112.507614,2080531.0
2008-05-13,153.0,153.285004,147.404999,148.259995,109.515984,704838.0
2008-05-14,148.800003,151.889999,147.0,151.080002,111.59903,930359.0
2008-05-15,151.5,154.5,151.5,152.654999,112.762451,1088869.0
2008-05-16,153.600006,154.5,151.050003,151.845001,112.164139,636551.0
2008-05-20,151.5,151.800003,147.0,148.800003,109.914894,431964.0
2008-05-21,149.220001,150.600006,147.315002,148.544998,109.726509,294887.0
2008-05-22,147.0,149.25,145.964996,146.460007,108.186378,464484.0
2008-05-23,147.014999,148.470001,143.699997,144.210007,106.524361,281484.0
2008-05-26,142.860001,146.369995,141.464996,143.595001,106.070045,357897.0
2008-05-27,145.350006,149.160004,143.850006,147.479996,108.939827,782862.0
2008-05-28,147.600006,153.539993,147.0,151.845001,112.164139,4223755.0
2008-05-29,153.0,155.654999,151.800003,153.75,113.57132,1017525.0
2008-05-30,153.0,154.440002,150.300003,152.399994,112.574081,702068.0
2008-06-02,150.0,155.985001,147.119995,148.574997,109.74865,652558.0
2008-06-03,146.699997,152.429993,144.899994,152.399994,112.574081,522531.0
2008-06-04,150.0,151.485001,147.300003,149.190002,110.202942,494401.0
2008-06-05,148.5,159.0,147.240005,158.520004,117.094772,1452226.0
2008-06-06,159.600006,161.369995,150.0,151.5,111.909264,959065.0
2008-06-09,150.0,150.0,142.5,144.149994,106.480026,629198.0
2008-06-10,144.300003,144.899994,139.125,142.065002,104.93988,646398.0
2008-06-11,142.5,144.600006,141.029999,141.929993,104.840149,357397.0
2008-06-12,140.399994,146.354996,138.899994,144.929993,107.056168,407687.0
2008-06-13,146.070007,147.0,141.75,143.354996,105.892792,783282.0
2008-06-16,138.0,147.0,138.0,145.875,107.75425,270051.0
2008-06-17,145.875,149.669998,144.330002,148.335007,109.571373,490374.0
2008-06-18,148.5,148.5,144.660004,145.455002,107.444008,204114.0
2008-06-19,143.699997,147.720001,141.929993,146.550003,108.252846,356477.0
2008-06-20,147.0,148.5,141.330002,142.244995,105.07283,304577.0
2008-06-23,141.0,145.800003,138.149994,143.865005,106.269501,533071.0
2008-06-24,144.104996,146.070007,141.0,141.059998,104.197533,449144.0
2008-06-25,139.5,140.070007,135.270004,136.949997,101.16156,387917.0
2008-06-26,138.149994,146.070007,136.5,143.985001,106.358147,904145.0
2008-06-27,139.5,139.5,130.979996,132.779999,100.883919,953859.0
2008-06-30,134.789993,135.720001,129.899994,131.384995,99.82402,327927.0
2008-07-01,132.300003,134.804993,123.900002,124.815002,94.832237,478461.0
2008-07-02,126.0,134.070007,125.400002,131.970001,100.268463,816645.0
2008-07-03,131.399994,132.0,127.199997,128.955002,97.977745,369167.0
2008-07-04,129.0,131.669998,127.800003,128.729996,97.806801,333624.0
2008-07-07,129.330002,133.770004,129.330002,132.0,100.29129,300754.0
2008-07-08,129.0,130.529999,124.230003,125.910004,95.6642,342737.0
2008-07-09,134.970001,134.970001,125.400002,130.110001,98.855301,874892.0
2008-07-10,130.199997,133.184998,127.800003,129.300003,98.239861,706758.0
2008-07-11,132.0,133.320007,122.745003,123.690002,93.977486,1098526.0
2008-07-14,123.900002,124.470001,119.114998,121.32,92.176804,630858.0
2008-07-15,120.0,122.985001,111.330002,113.385002,86.147934,1983331.0
2008-07-16,115.199997,116.099998,109.830002,111.375,84.620766,1071805.0
2008-07-17,115.5,116.400002,111.375,113.940002,86.569611,1184012.0
2008-07-18,115.080002,116.699997,106.544998,109.665001,83.321533,3157156.0
2008-07-21,111.0,114.239998,107.730003,111.794998,84.939873,1745467.0
2008-07-22,111.599998,119.25,111.0,118.425003,89.977249,1153526.0
2008-07-23,120.434998,124.199997,117.300003,122.324997,92.940376,1557920.0
2008-07-24,123.300003,123.900002,117.0,122.220001,92.860603,1197276.0
2008-07-25,120.0,125.489998,118.5,121.889999,92.609871,901202.0
2008-07-28,122.07,124.349998,120.495003,122.190002,92.837814,779702.0
2008-07-29,121.830002,122.175003,117.870003,120.809998,91.789314,436614.0
2008-07-30,121.199997,127.5,121.199997,126.735001,96.291016,738165.0
2008-07-31,127.5,132.600006,122.699997,124.800003,94.820831,1440553.0
2008-08-01,123.0,130.5,121.529999,129.779999,98.604553,874732.0
2008-08-04,129.600006,131.654999,127.275002,129.240005,98.194283,532644.0
2008-08-05,128.100006,135.0,126.629997,134.279999,102.023567,915735.0
2008-08-06,135.074997,137.970001,133.860001,136.035004,103.357002,871428.0
2008-08-07,135.0,138.270004,133.529999,134.550003,102.228722,867015.0
2008-08-08,132.899994,135.600006,130.634995,131.309998,99.767029,528841.0
2008-08-11,133.5,134.25,129.449997,132.720001,100.838303,530918.0
2008-08-12,133.679993,135.240005,128.970001,129.990005,98.76413,547784.0
2008-08-13,129.0,131.054993,128.399994,130.050003,98.809715,345137.0
2008-08-14,130.5,132.869995,128.100006,128.744995,97.818184,660678.0
2008-08-18,129.0,132.0,128.580002,129.570007,98.44503,442868.0
2008-08-19,126.599998,130.035004,126.0,129.375,98.296837,491104.0
2008-08-20,130.199997,131.699997,128.714996,130.095001,98.843887,250347.0
2008-08-21,129.600006,129.899994,125.400002,126.434998,96.063087,535551.0
2008-08-22,125.129997,126.599998,123.449997,125.264999,95.174149,340524.0
2008-08-25,127.5,129.0,125.445,125.894997,95.652809,305234.0
2008-08-26,126.0,128.955002,125.400002,128.595001,97.704216,340981.0
2008-08-27,129.0,130.350006,127.199997,127.605003,96.952034,263521.0
2008-08-28,127.800003,129.600006,122.879997,124.199997,94.364967,612831.0
2008-08-29,126.0,130.350006,125.474998,129.690002,98.536179,392081.0
2008-09-01,128.399994,131.550003,127.199997,130.139999,98.87809,376761.0
2008-09-02,130.5,137.309998,130.5,135.330002,102.821358,592971.0
2008-09-04,133.5,135.300003,132.0,134.429993,102.137535,337997.0
2008-09-05,131.550003,132.600006,127.260002,127.875,97.157188,469741.0
2008-09-08,129.600006,134.100006,129.300003,130.304993,99.003441,373617.0
2008-09-09,130.304993,132.0,128.100006,130.244995,98.957863,347284.0
2008-09-10,130.5,132.149994,129.0,129.794998,98.615967,551254.0
2008-09-11,129.899994,129.899994,127.199997,128.070007,97.305336,625848.0
2008-09-12,128.699997,129.014999,123.675003,125.925003,95.675598,1149832.0
2008-09-15,125.400002,125.400002,115.199997,120.690002,91.698143,478804.0
2008-09-16,116.699997,119.669998,114.0,117.525002,89.293427,659885.0
2008-09-17,119.970001,120.900002,116.339996,119.925003,91.116905,835965.0
2008-09-18,115.5,123.269997,113.699997,119.129997,90.512878,485424.0
2008-09-19,121.5,127.5,121.260002,125.055,95.014587,426358.0
2008-09-22,127.199997,127.5,122.400002,124.305,94.444748,265814.0
2008-09-23,120.900002,122.25,116.474998,117.135002,88.997108,466998.0
2008-09-24,117.599998,118.5,109.529999,111.224998,84.50679,1691107.0
2008-09-25,111.599998,112.5,104.504997,105.870003,80.438171,2478302.0
2008-09-26,105.900002,107.040001,102.375,103.125,78.352577,1233856.0
2008-09-29,104.970001,104.970001,99.0298,102.93,78.204414,947992.0
2008-09-30,96.899803,106.440002,95.0998,101.894997,77.41803,858732.0
2008-10-01,102.900002,105.300003,101.415001,104.730003,79.571999,730818.0
2008-10-03,102.300003,105.510002,101.445,102.300003,77.725746,469881.0
2008-10-06,101.099998,101.099998,94.229797,95.879799,72.847794,1208819.0
2008-10-07,96.899803,99.299797,88.3498,91.979797,69.884628,1111182.0
2008-10-08,89.999802,90.299797,80.0998,84.704803,64.357208,1983807.0
2008-10-10,80.999802,83.264801,74.999802,79.034798,60.049252,1678290.0
2008-10-13,78.899803,86.6698,78.899803,84.4198,64.140678,823348.0
2008-10-14,88.799797,96.269798,86.519798,87.569801,66.533997,1467810.0
2008-10-15,84.299797,88.3498,81.449799,83.069801,63.114975,940315.0
2008-10-16,81.899803,85.199799,71.564903,83.354797,63.331509,1211772.0
2008-10-17,83.354797,86.909798,76.499802,77.2798,58.715824,620338.0
2008-10-20,77.999802,86.699799,77.999802,84.194801,63.969727,1701520.0
2008-10-21,85.034798,89.8498,84.644798,88.9198,67.559715,957662.0
2008-10-22,87.014801,89.699799,81.959801,83.774803,63.650623,1142082.0
2008-10-23,80.399803,90.569801,78.329803,81.674797,62.055061,1736637.0
2008-10-24,80.639801,81.869797,67.679901,70.544899,53.59877,872202.0
2008-10-27,68.999901,70.799896,54.509899,66.134903,50.248142,3900308.0
2008-10-29,71.999901,78.7798,68.399902,76.9048,58.430908,1294113.0
2008-10-31,74.999802,87.5998,74.999802,81.644798,62.032288,1730867.0
2008-11-03,81.4198,86.969803,79.604797,82.874802,62.966812,750285.0
2008-11-04,83.999802,83.999802,75.194801,78.899803,59.946674,2112151.0
2008-11-05,80.999802,83.354797,77.429802,81.0448,61.576412,1435626.0
2008-11-06,78.299896,82.199799,72.944901,75.929802,57.690132,1328466.0
2008-11-07,75.329803,79.439796,73.589897,78.134804,59.365452,1031942.0
2008-11-10,79.499802,81.5998,78.659798,80.834801,61.416847,597345.0
2008-11-11,79.739799,82.604797,73.199898,74.339897,56.482143,1011359.0
2008-11-12,73.229897,78.374802,71.774902,74.264801,56.425095,1013609.0
2008-11-14,75.299896,77.804802,69.659897,72.269897,54.909397,1336663.0
2008-11-17,70.979897,76.484802,69.164902,75.584801,57.428013,1087315.0
2008-11-18,72.449898,74.099899,68.399902,68.954903,52.390717,1417719.0
2008-11-19,69.149902,70.799896,65.999901,66.7649,50.726795,1169609.0
2008-11-20,63.2999,67.199898,62.399899,65.879898,50.054382,1105879.0
2008-11-21,63.899899,70.319901,63.899899,68.939903,52.379322,1083222.0
2008-11-24,68.999901,70.829903,66.599899,70.094902,53.256882,850245.0
2008-11-25,71.699898,73.199898,67.559898,68.6399,52.151394,801325.0
2008-11-26,70.499901,73.274803,69.299896,72.299896,54.932186,995915.0
2008-11-28,71.099899,75.599899,70.199898,72.989899,55.456436,1222196.0
2008-12-01,73.319801,74.984802,68.774902,70.1399,53.291073,727785.0
2008-12-02,68.909897,70.499901,66.614899,69.854897,53.074512,589705.0
2008-12-03,70.199898,70.799896,65.399902,66.899902,50.829361,1300289.0
2008-12-04,67.349899,70.199898,66.479897,69.719902,52.971954,814968.0
2008-12-05,69.899902,70.199898,67.289902,68.144897,51.775291,841788.0
2008-12-08,69.599899,73.469803,69.599899,71.489899,54.316761,1230399.0
2008-12-10,71.249901,79.274803,71.249901,78.494797,59.63895,1273116.0
2008-12-11,78.899803,78.899803,73.289803,74.999802,56.983524,843115.0
2008-12-12,73.199898,73.199898,69.299896,71.609901,54.40794,806965.0
2008-12-15,72.899902,74.399803,69.674896,70.439903,53.519005,909945.0
2008-12-16,70.199898,72.269897,69.599899,71.819901,54.56749,563404.0
2008-12-17,72.299896,74.594803,70.214897,72.899902,55.388062,725995.0
2008-12-18,73.199898,77.399803,72.899902,74.894897,56.903824,2144151.0
2008-12-19,74.999802,77.084801,73.499802,74.669899,56.732872,494024.0
2008-12-22,74.399803,76.049896,72.044899,73.979897,56.208626,662288.0
2008-12-23,73.214897,74.354897,72.149902,72.854897,55.353867,556564.0
2008-12-24,73.739899,76.439796,68.399902,69.719902,52.971954,2490938.0
2008-12-26,70.499901,71.369904,67.559898,68.114899,51.752502,1012565.0
2008-12-29,68.249901,68.849899,64.259903,68.159897,51.786686,1140229.0
2008-12-30,69.044899,71.099899,67.5299,70.634903,53.667156,1037359.0
2008-12-31,70.739899,71.384903,69.269897,70.064903,53.234081,782282.0
2009-01-02,74.624802,75.899803,72.149902,72.869904,55.365273,868332.0
2009-01-05,73.769897,75.269897,72.629898,73.694801,55.992016,734105.0
2009-01-06,74.684898,74.819801,71.129898,72.824898,55.331074,748088.0
2009-01-07,73.979897,74.819801,68.399902,72.989899,55.456436,997615.0
2009-01-09,70.499901,76.499802,70.499901,75.194801,57.131683,1525450.0
2009-01-12,71.999901,74.399803,65.999901,68.204903,51.820889,3112703.0
2009-01-13,64.499901,73.499802,59.999901,72.329903,54.954983,13252240.0
2009-01-14,73.469803,76.019897,71.399902,73.184898,55.604603,3705461.0
2009-01-15,70.499901,71.939903,65.489899,70.589897,53.632973,2802192.0
2009-01-16,70.799896,72.449898,68.699898,71.354897,54.214191,1341099.0
2009-01-19,71.099899,71.699898,68.714897,69.614899,52.89217,938599.0
2009-01-20,68.999901,70.349899,67.274902,68.354897,51.934856,861518.0
2009-01-21,67.409897,67.469902,64.499901,65.924896,50.088577,2233388.0
2009-01-22,65.999901,68.429901,63.9599,65.2799,49.598526,1277039.0
2009-01-23,64.829903,65.549896,62.429901,64.1549,48.743763,1070339.0
2009-01-27,65.6399,68.669899,64.484901,67.844902,51.547363,927639.0
2009-01-28,68.399902,71.489899,68.399902,70.304901,53.41642,957649.0
2009-01-29,71.039902,71.039902,66.329903,67.964897,51.638531,1063912.0
2009-01-30,66.299896,70.199898,66.299896,69.329903,52.67564,1491803.0
2009-02-02,68.999901,68.999901,64.844902,66.0299,50.168354,706448.0
2009-02-03,66.539902,68.879898,65.549896,67.244904,51.091496,801138.0
2009-02-04,67.799896,69.569901,66.674896,67.184898,51.045902,592818.0
2009-02-05,67.499901,68.339897,64.949898,65.909897,50.077183,729991.0
2009-02-06,67.049896,68.249901,66.329903,67.184898,51.045902,770902.0
2009-02-09,68.069901,68.249901,65.579903,67.859901,51.558762,739668.0
2009-02-10,67.589897,68.849899,66.599899,67.664902,51.410603,688325.0
2009-02-11,66.0299,67.424896,65.699898,66.5849,50.590023,649411.0
2009-02-12,66.599899,67.094902,65.609901,66.689903,50.669819,624028.0
2009-02-13,66.974899,68.099899,66.614899,67.169899,51.034512,357614.0
2009-02-16,67.499901,67.499901,64.304901,64.739899,49.188232,585054.0
2009-02-17,64.799896,64.799896,62.024899,62.909901,47.797836,566644.0
2009-02-18,62.399899,63.749901,61.949902,62.714901,47.649677,451381.0
2009-02-19,62.774899,66.539902,62.249901,66.104897,50.225334,1737980.0
2009-02-20,66.149902,66.149902,63.089901,64.589897,49.074265,1446596.0
2009-02-24,63.689899,64.319901,62.5499,63.659901,48.367676,513354.0
2009-02-25,64.499901,65.699898,63.929901,65.234901,49.564331,592161.0
2009-02-26,65.729897,66.539902,63.929901,64.784897,49.22242,751298.0
2009-02-27,64.799896,65.384903,61.274899,62.204899,47.262184,1078189.0
2009-03-02,60.074902,61.784901,58.499901,60.8549,46.236477,726711.0
2009-03-03,59.999901,61.739899,59.864899,60.149899,45.700825,701935.0
2009-03-04,60.449902,62.039902,60.1199,61.754902,46.920284,611815.0
2009-03-05,62.399899,62.699902,61.214901,61.874901,47.011463,376011.0
2009-03-06,61.199902,64.739899,60.944901,63.9599,48.595608,911355.0
2009-03-09,62.699902,63.239899,61.2299,61.724899,46.897491,252977.0
2009-03-12,62.999901,64.409897,62.444901,63.629902,48.344879,736891.0
2009-03-13,64.799896,67.769897,64.199898,67.364899,51.182659,1505693.0
2009-03-16,67.469902,68.684898,66.599899,68.474899,52.026012,623591.0
2009-03-17,68.399902,68.984901,66.149902,68.189903,51.80949,605908.0
