Date,Open,High,Low,Close,Adj Close,Volume
2008-05-06,545.0,549.0,530.0,543.630005,405.112762,570055.0
2008-05-07,543.599976,552.98999,543.0,545.75,406.692535,230690.0
2008-05-08,540.0,547.0,540.0,544.119995,405.477997,290770.0
2008-05-09,543.0,544.200012,521.0,528.940002,394.16571,333105.0
2008-05-12,523.0,542.799988,522.200012,539.700012,402.184143,284245.0
2008-05-13,545.0,547.599976,523.960022,531.640015,396.177948,253620.0
2008-05-14,524.0,554.0,524.0,546.219971,407.042816,276400.0
2008-05-15,550.0,562.539978,542.400024,558.659973,416.31311,229615.0
2008-05-16,560.0,564.0,549.599976,553.380005,412.378601,319175.0
2008-05-20,554.0,559.0,545.25,555.01001,413.593262,116365.0
2008-05-21,554.0,555.01001,531.599976,537.640015,400.648987,356095.0
2008-05-22,530.200012,534.799988,521.299988,525.340027,391.483154,307465.0
2008-05-23,530.400024,542.799988,526.23999,535.659973,399.173401,371880.0
2008-05-26,528.799988,534.0,510.0,514.659973,383.524353,165290.0
2008-05-27,516.400024,519.0,498.799988,503.950012,375.543274,605970.0
2008-05-28,502.399994,513.0,496.0,502.910004,374.768127,503010.0
2008-05-29,504.399994,518.390015,477.0,486.640015,362.64389,466825.0
2008-05-30,496.200012,519.599976,489.200012,513.830017,382.905792,414830.0
2008-06-02,516.0,521.0,504.0,506.140015,377.175293,197840.0
2008-06-03,500.0,504.0,486.399994,491.779999,366.474213,211880.0
2008-06-04,493.799988,496.399994,477.040009,479.040009,356.980377,328195.0
2008-06-05,477.0,489.799988,474.0,478.480011,356.563019,553930.0
2008-06-06,488.0,493.600006,468.0,469.450012,349.833832,956235.0
2008-06-09,461.799988,461.799988,423.0,441.329987,328.878845,1488670.0
2008-06-10,438.0,440.0,412.799988,420.200012,313.132721,1266465.0
2008-06-11,423.040009,441.579987,423.040009,437.410004,325.957672,779455.0
2008-06-12,438.959991,440.200012,400.200012,434.390015,323.707306,2088235.0
2008-06-13,436.0,439.399994,421.0,426.660004,317.946777,762540.0
2008-06-16,434.670013,448.399994,430.029999,433.619995,323.133392,505715.0
2008-06-17,438.0,461.980011,433.200012,459.609985,342.50116,902225.0
2008-06-18,462.0,469.0,454.200012,462.820007,344.893341,590425.0
2008-06-19,458.0,460.0,439.600006,447.579987,333.536438,487460.0
2008-06-20,449.0,468.799988,430.0,436.73999,325.458374,1600815.0
2008-06-23,430.0,448.799988,428.0,442.959991,330.093475,979960.0
2008-06-24,448.0,460.0,436.399994,453.23999,337.75415,1110120.0
2008-06-25,438.26001,440.0,427.200012,433.779999,323.252533,927455.0
2008-06-26,436.0,453.600006,435.0,446.970001,333.081757,749765.0
2008-06-27,438.0,438.0,405.630005,410.540009,324.05954,1453200.0
2008-06-30,410.0,414.0,386.220001,392.480011,309.803864,1260265.0
2008-07-01,392.980011,396.0,360.0,367.089996,289.76236,815045.0
2008-07-02,367.200012,420.0,350.029999,407.839996,321.928375,1834475.0
2008-07-03,401.76001,401.76001,373.0,387.100006,305.557159,1126995.0
2008-07-04,381.399994,414.820007,381.399994,411.089996,324.493591,697745.0
2008-07-07,415.0,422.0,402.600006,411.0,324.422516,467815.0
2008-07-08,400.0,408.0,396.0,402.190002,317.468506,402835.0
2008-07-09,410.0,428.98999,410.0,419.01001,330.7453,637170.0
2008-07-10,419.200012,432.980011,413.0,423.48999,334.281555,724860.0
2008-07-11,427.0,427.0,393.0,400.109985,315.82663,3129980.0
2008-07-14,396.0,404.0,382.0,386.579987,305.146606,638585.0
2008-07-15,379.0,381.0,350.0,360.059998,284.213104,1555070.0
2008-07-16,360.0,374.839996,338.0,344.100006,271.615234,1739700.0
2008-07-17,358.059998,380.0,356.0,377.73999,298.168884,1694245.0
2008-07-18,383.799988,419.0,370.200012,413.51001,326.403839,2585950.0
2008-07-21,420.0,424.790009,406.029999,417.070007,329.213989,1827255.0
2008-07-22,410.320007,435.019989,410.320007,429.160004,338.757202,1081665.0
2008-07-23,436.059998,482.0,436.059998,476.040009,375.761993,1702100.0
2008-07-24,479.799988,484.399994,467.0,470.950012,371.743988,1303615.0
2008-07-25,445.0,458.049988,431.600006,444.309998,350.715851,1321330.0
2008-07-28,437.399994,449.600006,437.0,444.290009,350.700043,616925.0
2008-07-29,430.0,434.0,411.0,421.130005,332.418701,964500.0
2008-07-30,433.600006,455.049988,428.0,454.790009,358.988159,918000.0
