Date,Open,High,Low,Close,Adj Close,Volume
2008-05-06,218.438004,219.912994,211.25,214.574997,208.968094,1466060.0
2008-05-07,214.925003,214.925003,206.75,209.0,203.538788,971264.0
2008-05-08,206.5,209.0,194.149994,195.600006,190.488922,1779644.0
2008-05-09,195.0,199.738007,181.75,184.287994,179.472504,3922896.0
2008-05-12,182.0,188.725006,178.274994,185.800003,180.945023,2874432.0
2008-05-13,187.5,194.162994,184.125,186.475006,181.602371,2136572.0
2008-05-14,185.0,186.25,178.787994,181.149994,176.416489,1684800.0
2008-05-15,185.5,189.863007,183.25,188.5,183.574432,1395368.0
2008-05-16,188.75,194.625,188.75,192.300003,187.275146,1041956.0
2008-05-20,192.25,194.75,185.311996,189.600006,184.645721,1494856.0
2008-05-21,187.5,189.5,184.0,184.462006,179.641968,901084.0
2008-05-22,182.25,182.5,176.136993,178.712006,174.042252,1151928.0
2008-05-23,180.0,181.287994,173.625,175.0,170.427231,964200.0
2008-05-26,173.75,174.25,162.75,164.511993,160.213242,852164.0
2008-05-27,169.949997,170.5,164.5,166.524994,162.17366,1904472.0
2008-05-28,166.25,178.125,166.25,176.412994,171.803299,1289932.0
2008-05-29,177.5,180.25,167.636993,170.011993,165.56955,1248112.0
2008-05-30,170.75,176.125,168.824997,173.412994,168.881699,934244.0
2008-06-02,175.0,175.0,161.0,162.238007,157.998703,1240952.0
2008-06-03,160.0,168.738007,156.25,166.988007,162.624573,1402704.0
2008-06-04,167.0,169.238007,157.5,159.699997,155.526978,1156732.0
2008-06-05,158.75,163.399994,155.774994,161.761993,157.535126,1301536.0
2008-06-06,165.0,166.238007,157.550003,159.287994,155.125763,983052.0
2008-06-09,151.75,161.238007,148.25,159.061996,154.905701,2061116.0
2008-06-10,159.0,162.962006,148.162994,157.113007,153.007629,1805516.0
2008-06-11,158.0,162.25,157.25,159.425003,155.259201,820408.0
2008-06-12,154.863007,156.199997,148.074997,155.274994,151.217606,2407540.0
2008-06-13,157.5,159.699997,151.899994,153.412994,149.404282,962600.0
2008-06-16,156.25,159.537994,155.550003,157.975006,153.847092,1112016.0
2008-06-17,158.0,171.850006,156.787994,169.75,165.314392,2432124.0
2008-06-18,171.25,171.975006,161.550003,162.561996,158.314224,1271404.0
2008-06-19,158.925003,161.25,152.75,153.636993,149.622452,998472.0
2008-06-20,155.0,155.875,143.787994,148.774994,144.887497,2392760.0
